Column1,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium,Name,Category,Food_category,Vegan_cat,count,portion,vegan_score,vegan_score_2
531,10,10,5,7,0,6,2,5,0,4,2,2,0,0,5,1,23,1,14,15,12,0,millet risotto cooked,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,10,100,8.79,1.86
1039,9,33,14,15,0,6,15,11,0,65,7,17,0,0,6,7,22,1,42,10,38,0,wholemeal rice waffles,"Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",Cereal,vegan,18,100,16.08,3.39
554,8.67,0.67,6,4.67,0,8,1.33,0.33,0,3.33,2,1,0,0,3.67,1.67,36.33,3.67,10.33,3.67,4.67,0,mustard,Various/Sauces,Sauces,vegan,14,33.33,4.19,0.88
773,8,3,10,2,7,9,11,4,0,1,0,0,17,0,7,4,1,21,12,32,6,0,rosemary,Vegetables/Herbs,Vegetables,vegan,12,100,15.33,3.61
130,7,27,14,23,0,55,14,24,0,40,22,26,0,0,3,10,1,2,52,17,29,5,buckwheat flour,"Cereal products, pulses and potatoes/Flour and starch",Cereal,vegan,16,100,17.84,3.76
15,7,25,31,3,0,5,4,9,0,4,7,5,4,0,15,13,1,2,10,13,8,0,apple peeled dried,Fruit/Dried fruit,Fruit,vegan,12,100,6.53,1.38
498,7,24,28,6,36,8,11,19,0,16,47,9,39,0,37,21,2,6,28,13,8,3,mango dried,Fruit/Dried fruit,Fruit,vegan,21,100,8.29,3.66
39,7,10,6,7,0,5,2,4,0,7,2,1,0,0,4,1,23,1,7,7,9,0,barley risotto cooked,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,11,100,6.03,1.27
202,7,7,21,15,1,14,4,6,0,4,23,4,1,0,6,8,0,4,15,13,11,0,chickpea cooked,"Cereal products, pulses and potatoes/Pulses",Cereal,vegan,14,100,10.8,2.33
5,7,7,12,10,0,2,5,8,0,3,5,5,1,0,3,4,0,6,27,20,15,0,amaranth seed cooked,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,11,100,12.81,2.7
785,7,3,10,3,34,12,5,39,0,8,0,0,0,0,6,4,0,27,22,30,10,0,sage,Vegetables/Herbs,Vegetables,vegan,12,100,17.59,5.51
732,7,2,7,3,5,4,4,9,0,5,6,4,39,0,8,5,12,2,4,3,2,0,ratatouille prepared,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,2.51,0.8
1062,7,1,5,8,1,4,4,3,0,1,9,3,1,2,15,2,2,12,7,3,1,17,yogurt substitute soybased plain with calcium fortified,Milk and dairy products/Milk substitutes,Other,vegan,7,100,6.03,1.43
1061,7,1,5,8,1,4,4,3,0,1,9,3,1,2,15,2,2,1,7,3,1,17,yogurt substitute soybased plain,Milk and dairy products/Milk substitutes,Other,vegan,6,100,3.27,0.85
1147,7,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,soya drink plain with calcium fortified,Milk and dairy products/Milk substitutes,beverages,vegan,3,100,4.77,1.01
877,7,0,2,8,0,9,1,4,0,2,9,2,0,0,2,3,2,1,5,3,4,0,soya drink plain,Milk and dairy products/Milk substitutes,beverages,vegan,4,100,4.02,0.85
1026,6,24,44,27,0,46,8,19,0,42,29,20,0,0,8,10,1,3,31,21,32,0,wheat wolemeal flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",Cereal,vegan,17,100,20.85,4.4
272,6,24,41,24,0,41,17,29,0,28,20,19,0,0,10,10,40,3,32,27,42,7,crispbread wholemeal,"Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",Cereal,vegan,19,100,24.12,5.09
190,6,16,28,6,0,21,7,14,0,9,18,7,48,0,4,10,0,2,10,14,12,3,chestnut,"Nuts, seeds and oleaginous fruit",Nuts and seeds,vegan,17,100,8.54,1.8
157,6,16,0,0.5,3,1.5,2,0,0,0,0,0.5,0,0,0.5,1.5,4,1,1,2.5,0.5,0,candy toffee,"Sweets/Candies, fruits gums and chewing gum",Sweets,vegan,7,50,1.13,0.4
1142,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,oat drink plain with calcium fortified,Milk and dairy products/Milk substitutes,beverages,vegan,2,100,3.27,0.69
536,6,3,1,4,10,2,2,3,0,7,2,2,1,0,0,3,26,1,2,2,0,0,minestrone,Prepared dishes/Stews and soups,Vegetables,vegan,5,100,1.76,0.9
1146,6,1,2,6,0,0,0,0,8,0,0,0,0,3,0,0,0,12,0,0,0,0,soya drink plain with calcium and vitamin fortified,Milk and dairy products/Milk substitutes,beverages,vegan,4,100,4.52,1.11
886,5,28,9,27,0,27,4,5,0,7,5,6,0,0,2,2,0,2,7,7,11,4,spelt fine flour,"Cereal products, pulses and potatoes/Flour and starch",Cereal,vegan,11,100,11.81,2.49
348,5,27,16,25,0,25,5,14,0,10,7,9,0,0,3,5,0,1,15,13,18,6,flour,"Cereal products, pulses and potatoes/Flour and starch",Cereal,vegan,14,100,14.32,3.02
38,5,26,34,17,0,20,7,21,0,26,6,8,0,0,2,4,0,2,21,13,16,0,barley flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",Cereal,vegan,14,100,12.06,2.55
781,5,25,47,22,0,37,20,25,0,16,23,18,0,0,7,10,0,3,26,21,45,5,rye flour type,"Cereal products, pulses and potatoes/Flour and starch",Cereal,vegan,16,100,22.86,4.83
611,5,24,45,5,0,6,6,2,0,5,13,3,9,0,12,10,1,4,11,9,14,0,pear dried,Fruit/Dried fruit,Fruit,vegan,13,100,8.04,1.7
916,5,8,14,7,1,22,6,7,0,14,17,12,7,0,6,6,1,0,11,4,0,0,sweet corn cob pickled,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,15,100,2.76,0.64
721,5,8,7,10,0,9,7,6,0,1,10,4,0,0,12,6,0,3,31,18,10,1,quinoa cooked,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,14,100,10.3,2.17
842,5,4,121,63,298,58,174,38,0,49,7,4,60,3,24,43,132,32,158,247,56,85,dried seaweed,Vegetables/Dried vegetables,Vegetables,vegan,20,100,100,37.06
1144,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,rice drink plain with calcium fortified,Milk and dairy products/Milk substitutes,beverages,vegan,1,100,3.27,0.69
1141,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oat drink plain,Milk and dairy products/Milk substitutes,beverages,vegan,0,100,0.25,0.05
256,4,30,17,18,2,5,4,7,0,10,2,4,0,0,4,2,0,0,6,7,5,0,corn semolina dried,"Cereal products, pulses and potatoes/Corn",Cereal,vegan,9,100,7.54,1.7
357,4,28,13,24,0,21,4,11,0,7,5,8,0,0,2,4,0,1,11,10,14,6,flour white and semiwhite,"Cereal products, pulses and potatoes/Flour and starch",Cereal,vegan,13,100,12.31,2.6
370,4,24,31,5,9,7,8,15,0,12,11,7,7,0,19,21,1,6,18,14,8,0,fruit dried,Fruit/Dried fruit,Fruit,vegan,19,100,8.29,2.23
326,4,23,37,6,1,8,8,10,0,5,4,6,1,0,17,19,1,16,20,17,11,0,fig dried,Fruit/Dried fruit,Fruit,vegan,15,100,12.56,2.7
844,4,19,12,19,0,15,6,14,0,7,7,6,0,0,2,4,45,2,12,12,16,5,semiwhite bread,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,15,100,12.31,2.6
125,4,18,14,19,0,23,6,6,0,9,7,6,0,0,2,4,42,2,12,11,16,6,brown bread,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,16,100,12.06,2.55
1040,4,15,23,17,0,23,10,19,0,25,7,10,0,0,8,6,39,2,26,21,28,5,wholewheat bread,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,17,100,17.09,3.61
1037,4,11,18,12,0,27,4,6,0,11,4,6,0,0,1,3,28,2,15,9,18,0,wholemeal pasta eggfree cooked in salted water,"Cereal products, pulses and potatoes/Pasta",Cereal,vegan,13,100,10.3,2.17
918,4,7,10,7,1,14,11,15,0,13,10,14,11,0,1,7,0,0,9,3,8,0,sweet corn steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,13,100,4.52,1.01
915,4,7,8,6,1,4,7,6,0,12,11,8,1,0,4,5,20,0,7,4,6,0,sweet corn canned,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,4.02,0.9
914,4,7,8,6,1,3,7,6,0,10,7,8,1,0,4,4,18,0,7,3,6,0,sweet corn heated,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,3.77,0.85
917,4,6,9,7,1,15,11,16,0,14,14,15,13,0,1,7,0,0,9,3,8,0,sweet corn,Vegetables/Fresh vegetables,Vegetables,vegan,13,100,4.52,1.01
746,4,4,1,1,0,2,1,1,0,2,2,2,1,2,4,0,1,0,1,0,1,33,rice drink plain,Milk and dairy products/Milk substitutes,beverages,vegan,1,100,0.5,0.21
944,4,3,10,3,34,8,6,11,0,7,6,0,0,0,7,3,1,31,12,133,12,0,thyme,Vegetables/Herbs,Vegetables,vegan,13,100,44.97,11.29
955,4,3,2,2,2,3,2,4,0,5,2,3,7,0,1,4,27,1,3,3,2,0,tomato soup,Prepared dishes/Stews and soups,Vegetables,vegan,2,100,2.01,0.53
1083,4,0,1,0,0,0,0,0,10,0,0,0,0,4,0,0,0,12,0,0,0,0,almond drink with calcium and vitamin fortified,Milk and dairy products/Milk substitutes,beverages,vegan,2,100,3.02,0.85
748,3,31,4,15,0,28,4,9,0,42,4,13,0,0,0,4,0,6,10,3,21,0,rice parboiled,"Cereal products, pulses and potatoes/Rice",Cereal,vegan,11,100,11.31,2.39
727,3,29,14,6,0,11,3,6,0,5,1,2,0,0,14,20,1,8,13,15,2,1,raisins dried sultanas,Fruit/Dried fruit,Fruit,vegan,12,100,7.79,1.64
35,3,24,18,6,1,10,16,58,0,17,11,9,4,0,5,29,1,2,29,9,8,0,banana dried,Fruit/Dried fruit,Fruit,vegan,15,100,6.28,1.38
32,3,20,10,18,0,12,3,6,0,5,3,4,0,0,2,4,44,1,7,6,9,5,baguette,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,11,100,8.54,1.8
1028,3,20,8,17,0,11,4,4,0,6,6,4,0,0,1,3,45,1,5,4,6,3,white bread,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,10,100,7.04,1.48
780,3,17,26,13,0,16,10,12,0,8,6,7,0,0,4,6,35,2,15,12,24,3,rye bread with sour dough,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,16,100,12.81,2.7
754,3,10,6,5,0,7,1,1,0,10,4,5,0,0,1,2,41,1,15,3,8,0,rice unpolished cooked in salted water,"Cereal products, pulses and potatoes/Rice",Cereal,vegan,9,100,4.27,0.9
400,3,5,22,13,7,37,13,11,0,17,16,8,27,0,2,7,0,3,11,12,10,0,green pea steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,15,100,9.55,2.39
404,3,5,17,10,5,12,7,4,0,8,13,2,9,0,2,3,18,3,7,11,8,0,green peas canned,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,8.04,1.96
40,3,2,10,6,58,8,28,13,0,9,17,3,27,0,8,8,1,25,4,37,9,0,basil,Vegetables/Herbs,Vegetables,vegan,15,100,19.35,7.16
881,3,2,8,11,1,9,15,11,0,12,53,10,11,0,1,6,2,3,6,6,12,0,soybean sprouts,Vegetables/Sprouts and shoots,Vegetables,vegan,13,100,8.04,1.75
444,3,1,15,9,36,10,23,15,0,18,21,11,63,0,15,13,2,29,9,9,5,0,kale stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,16,100,13.07,4.67
443,3,1,14,9,37,10,23,16,0,18,28,12,78,0,14,12,1,27,9,9,4,0,kale,Vegetables/Fresh vegetables,Vegetables,vegan,16,100,12.31,4.56
395,2.67,0.33,0.67,1,0,0.67,1.33,0.67,0,1.67,0.33,0.33,0.67,0,0.33,0.67,20,0.67,1,1.33,3.33,0,gravy brown,Various/Sauces,Sauces,vegan,3,33.33,1.59,0.34
954,2.33,1.33,2,1.33,3,2,1.67,0,0,2.67,1.33,1.67,4,0,1.33,3,12,0.67,1.67,3,1.67,0,tomato sauce,Various/Sauces,Sauces,vegan,10,33.33,1.68,0.51
581,2.15,0.7,3.5,1.5,21.65,3.25,7.9,0,0,6.4,0,0,0,0,0,2.9,0.1,0.9,3.05,8,2.55,0,paprika,"Various/Salt, spices and flavours",spices and flavours,vegan,16,5,3.25,1.83
257,2,32,13,15,2,6,5,5,0,12,2,3,0,0,1,3,64,1,5,13,4,0,cornflakes,"Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",Cereal,vegan,9,100,8.29,1.86
290,2,28,24,5,0,6,5,9,0,11,7,11,1,0,2,17,0,6,19,20,4,0,date dried,Fruit/Dried fruit,Fruit,vegan,13,100,8.79,1.86
21,2,24,28,6,30,1,5,12,0,26,3,11,2,0,46,34,1,8,16,9,5,0,apricot dried,Fruit/Dried fruit,Fruit,vegan,15,100,7.04,3.08
956,2,12,72,23,16,53,45,24,0,75,23,35,34,0,0,86,141,14,58,43,25,9,tomato dried,Vegetables/Dried vegetables,Vegetables,vegan,21,100,26.38,6.42
587,2,12,8,12,0,4,2,5,0,7,3,2,0,0,1,1,28,1,7,3,9,40,pasta eggfree cooked in salted water,"Cereal products, pulses and potatoes/Pasta",Cereal,vegan,10,100,6.28,1.33
383,2,10,10,14,0,20,9,89,0,6,1,10,32,0,0,11,1,4,7,9,8,0,garlic,Vegetables/Fresh vegetables,Vegetables,vegan,15,100,8.79,1.86
477,2,8,14,22,0,18,5,6,0,5,6,3,1,0,1,7,0,2,10,13,14,0,lentil split cooked,"Cereal products, pulses and potatoes/Pulses",Cereal,vegan,12,100,12.81,2.7
570,2,7,14,6,0,11,5,17,0,6,4,5,11,0,3,6,1,7,7,4,6,0,onion roasted brown,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,5.78,1.22
242,2,6,28,15,0,8,2,5,0,7,26,1,1,0,0,10,0,4,16,13,14,0,common bean mature seed cooked,"Cereal products, pulses and potatoes/Pulses",Cereal,vegan,10,100,11.56,2.44
479,2,6,21,18,0,13,4,4,0,5,9,5,2,0,1,6,0,2,10,17,15,0,lentil whole cooked,"Cereal products, pulses and potatoes/Pulses",Cereal,vegan,10,100,13.07,2.76
188,2,6,6,3,1,3,4,4,0,2,5,3,5,0,1,6,0,2,4,3,1,0,cherry,Fruit/Fresh fruit,Fruit,vegan,3,100,2.26,0.53
586,2,5,35,4,10,0,7,21,0,12,5,4,30,0,3,9,2,1,9,11,4,0,passion fruit,Fruit/Fresh fruit,Fruit,vegan,10,100,5.03,1.59
399,2,5,20,12,6,40,13,11,0,18,23,8,34,0,2,8,0,3,11,13,10,0,green pea,Vegetables/Fresh vegetables,Vegetables,vegan,15,100,9.55,2.33
103,2,5,10,1,0,3,3,4,0,3,2,2,21,0,16,2,0,1,1,3,1,0,blueberry,Fruit/Fresh fruit,Fruit,vegan,3,100,1.51,0.32
402,2,4,15,8,37,21,9,8,0,11,11,6,16,0,3,6,25,3,7,7,6,0,green peas and carrots heated,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,16,100,6.03,3.23
447,2,4,8,2,1,1,3,4,0,3,12,3,82,0,4,7,0,3,5,3,5,0,kiwi fruit,Fruit/Fresh fruit,Fruit,vegan,4,100,3.27,0.74
572,2,4,0,1,1,8,3,4,0,2,7,3,33,0,2,4,0,1,4,1,1,0,orange juice,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,Fruit,vegan,3,100,1.01,0.27
608,2,4,0,1,0,3,3,1,0,1,3,1,3,0,4,3,0,1,2,2,2,0,pear juice,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,Fruit,vegan,0,100,1.51,0.32
731,2,3,22,2,0,2,4,4,0,4,8,5,22,0,2,6,0,2,6,5,6,0,raspberry,Fruit/Fresh fruit,Fruit,vegan,6,100,3.77,0.8
397,2,3,21,10,4,11,16,24,0,9,16,9,18,0,2,16,0,14,18,12,8,0,green bean dried soaked steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,14,100,11.06,2.55
583,2,3,14,8,55,15,27,14,0,12,44,5,192,0,30,21,3,21,12,39,10,0,parsley,Vegetables/Herbs,Vegetables,vegan,16,100,19.6,7.05
309,2,3,13,5,4,7,6,18,0,13,6,3,19,0,8,8,0,4,10,11,2,0,elderberry,Fruit/Fresh fruit,Fruit,vegan,11,100,5.53,1.38
263,2,3,10,1,0,2,2,1,0,1,1,2,13,0,8,2,0,1,2,3,2,0,cranberry,Fruit/Fresh fruit,Fruit,vegan,3,100,1.76,0.37
87,2,3,9,2,0,2,3,3,0,3,10,3,55,0,3,4,0,2,4,3,1,0,berries,Fruit/Fresh fruit,Fruit,vegan,3,100,2.01,0.42
903,2,3,7,1,0,2,2,3,0,3,10,3,61,0,2,4,0,2,4,3,1,0,strawberry,Fruit/Fresh fruit,Fruit,vegan,3,100,1.76,0.37
289,2,2,27,2,0,3,5,4,0,2,3,2,36,0,1,7,0,4,4,8,2,0,currant red,Fruit/Fresh fruit,Fruit,vegan,4,100,4.02,0.85
620,2,2,10,8,9,12,30,4,0,9,37,3,33,0,42,6,1,21,10,63,15,0,peppermint,Vegetables/Herbs,Vegetables,vegan,15,100,26.88,6.15
86,2,2,8,2,0,1,2,2,0,3,5,2,23,0,3,2,0,2,3,3,1,0,berries cooked,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100,2.01,0.42
129,2,1,14,8,2,14,12,21,0,6,21,11,167,0,8,10,1,3,7,7,6,0,brussels sprouts,Vegetables/Fresh vegetables,Vegetables,vegan,14,100,6.03,1.38
128,2,1,13,7,2,11,10,16,0,5,12,9,120,0,7,8,0,3,6,5,6,0,brussel sprouts steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,12,100,5.28,1.22
26,2,1,11,4,0,2,3,2,0,3,18,2,13,2,9,4,21,2,6,3,4,33,artichoke heart canned drained,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,3.27,0.8
209,2,1,8,6,31,8,10,9,0,6,43,5,63,0,13,7,0,9,13,10,6,0,chives,Vegetables/Herbs,Vegetables,vegan,16,100,7.79,3.29
476,2,1,7,2,0,5,2,4,0,2,4,2,58,0,7,4,0,2,5,3,1,0,lemon,Fruit/Fresh fruit,Fruit,vegan,3,100,2.01,0.42
760,2,1,5,5,28,8,8,10,0,2,32,4,16,0,4,9,2,16,0,10,5,0,rocket,Vegetables/Fresh vegetables,Vegetables,vegan,10,100,9.05,3.39
179,2,0,16,5,7,2,21,3,0,54,8,42,6,11,1,13,0,1,5,43,8,0,chanterelle,Vegetables/Mushrooms,Vegetables,vegan,12,100,14.32,3.98
892,2,0,11,7,44,8,24,16,0,6,27,4,30,0,20,15,5,13,22,19,9,0,spinach steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,16,100,12.06,4.88
703,1,16,53,5,11,10,18,9,0,14,2,8,2,0,19,24,1,5,13,19,4,0,prune dried,Fruit/Dried fruit,Fruit,vegan,15,100,8.29,2.33
501,1,13,10,2,0,6,3,14,0,5,8,8,32,0,0,7,0,3,21,5,4,1,manioc tuber,Vegetables/Fresh vegetables,Vegetables,vegan,11,100,3.52,0.74
500,1,12,9,2,0,5,3,11,0,4,5,6,22,0,0,6,0,3,19,5,4,1,manioc tuber cooked,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,9,100,3.52,0.74
436,1,11.5,3.5,0.5,0.5,1,1,0,0,4,0,0,2,0,0,1,0.5,1,0.5,4.5,1,0,jam,Sweets/Jams and sweet sandwich spreads,Sweets,vegan,6,50,1.76,0.4
747,1,11,1,5,0,5,1,1,0,11,1,3,0,0,0,1,36,2,4,1,8,0,rice parboiled cooked in salted water,"Cereal products, pulses and potatoes/Rice",Cereal,vegan,6,100,4.02,0.85
37,1,8,7,2,1,5,3,20,0,5,7,4,14,0,2,10,0,1,10,3,2,0,banana,Fruit/Fresh fruit,Fruit,vegan,7,100,2.01,0.48
255,1,7,4,4,0,1,1,1,0,2,0,1,0,0,1,0,15,1,2,1,1,0,corn semolina cooked,"Cereal products, pulses and potatoes/Corn",Cereal,vegan,2,100,1.76,0.37
327,1,6,10,2,1,5,4,6,0,3,2,4,5,0,4,6,0,6,6,5,2,0,fig,Fruit/Fresh fruit,Fruit,vegan,6,100,3.77,0.85
442,1,6,8,1,4,3,5,3,0,2,4,3,14,0,7,4,0,2,3,3,1,0,kaki,Fruit/Fresh fruit,Fruit,vegan,4,100,1.76,0.58
392,1,6,5,1,0,5,1,4,0,1,14,1,3,0,6,5,0,1,2,3,1,0,grape,Fruit/Fresh fruit,Fruit,vegan,3,100,1.51,0.32
951,1,5,9,9,5,22,11,31,0,29,18,17,40,0,45,29,16,5,15,11,9,0,tomato paste,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,15,100,8.54,2.07
499,1,5,8,1,12,3,4,5,0,3,12,3,42,0,15,4,0,2,3,8,1,0,mango,Fruit/Fresh fruit,Fruit,vegan,7,100,3.02,1.27
1055,1,5,8,1,2,6,4,4,0,4,3,3,7,0,4,6,0,1,5,3,1,0,yellow plum,Fruit/Fresh fruit,Fruit,vegan,4,100,1.51,0.42
615,1,5,8,1,0,2,3,1,0,2,2,2,3,0,3,3,0,1,2,1,1,0,pear unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,1,100,1.01,0.21
612,1,5,8,1,0,1,2,2,0,2,3,2,5,0,4,3,0,1,2,1,1,0,pear,Fruit/Fresh fruit,Fruit,vegan,1,100,1.01,0.21
585,1,5,7,3,0,10,12,6,0,8,14,9,21,0,7,13,1,5,8,5,11,3,parsnip,Vegetables/Fresh vegetables,Vegetables,vegan,12,100,6.03,1.27
584,1,5,7,2,0,7,9,5,0,6,8,6,9,0,8,6,0,5,5,4,9,3,parsnip cooked,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,10,100,5.03,1.06
380,1,5,7,1,2,4,2,6,0,3,6,2,22,0,4,5,0,2,4,2,1,0,fruits,Fruit/Fresh fruit,Fruit,vegan,4,100,1.51,0.42
14,1,5,7,1,0,2,1,3,0,1,4,2,7,0,4,3,0,0,1,1,1,0,apple,Fruit/Fresh fruit,Fruit,vegan,2,100,0.75,0.16
629,1,5,5,1,1,6,3,6,0,2,2,3,9,0,1,3,0,1,5,2,1,0,pineapple unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,3,100,1.26,0.32
627,1,5,5,1,1,6,2,5,0,2,3,2,52,0,1,4,0,2,5,2,1,0,pineapple,Fruit/Fresh fruit,Fruit,vegan,2,100,1.51,0.37
371,1,5,0,1,0,4,2,2,0,2,3,1,11,0,2,4,0,1,3,1,1,0,fruit juice no sugar added,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,Fruit,vegan,1,100,1.01,0.21
288,1,4,23,3,0,2,5,6,0,2,13,7,211,0,8,9,0,6,5,9,4,0,currant black,Fruit/Fresh fruit,Fruit,vegan,9,100,5.53,1.17
907,1,4,18,9,6,15,14,11,0,20,8,12,22,0,5,7,0,2,10,12,4,0,sugar pea steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,14,100,6.78,1.75
906,1,4,17,8,6,17,14,11,0,22,11,12,26,0,4,8,0,2,10,13,4,0,sugar pea,Vegetables/Fresh vegetables,Vegetables,vegan,14,100,6.78,1.75
379,1,4,8,1,2,2,2,2,0,2,3,2,8,0,5,3,0,1,2,2,2,0,fruits cooked,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100,1.51,0.42
556,1,4,7,2,4,2,3,1,0,6,1,3,11,0,4,5,0,1,3,1,1,0,nectarine,Fruit/Fresh fruit,Fruit,vegan,3,100,1.26,0.48
538,1,4,7,2,2,4,4,3,0,4,2,3,3,0,5,4,0,1,5,3,1,0,mirabelle plum stewed drained,Fruit/Cooked fruit (incl. cans),Fruit,vegan,1,100,1.76,0.48
600,1,4,7,1,2,1,3,1,0,6,1,3,7,0,4,4,0,1,3,3,1,0,peach,Fruit/Fresh fruit,Fruit,vegan,3,100,1.51,0.42
497,1,4,5,1,2,10,3,4,0,3,6,3,39,0,5,4,0,3,4,3,1,0,mandarin,Fruit/Fresh fruit,Fruit,vegan,3,100,2.01,0.53
643,1,4,5,1,2,4,4,2,0,4,1,3,5,0,7,4,0,1,3,2,1,0,plum,Fruit/Fresh fruit,Fruit,vegan,1,100,1.26,0.37
378,1,4,5,1,1,1,2,1,0,3,2,2,3,0,4,2,0,1,2,2,1,0,fruit salad unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,0,100,1.26,0.32
720,1,3,21,1,0,2,2,3,0,2,3,2,16,0,3,5,0,1,2,2,2,0,quince,Fruit/Fresh fruit,Fruit,vegan,2,100,1.51,0.32
719,1,3,21,1,0,2,2,3,0,2,2,2,8,0,4,4,0,2,2,2,4,0,quince cooked drained,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100,2.26,0.48
770,1,3,10,2,60,4,5,6,0,5,8,5,7,0,4,5,2,4,4,2,2,0,root and tuber vegetables steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100,2.51,3.71
164,1,3,9,2,99,4,5,6,0,5,10,6,4,0,4,4,2,3,3,1,1,0,carrot,Vegetables/Fresh vegetables,Vegetables,vegan,6,100,1.76,5.62
165,1,3,9,2,99,4,5,6,0,4,7,5,4,0,5,4,2,3,3,1,1,0,carrot steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,1.76,5.62
571,1,3,7,3,0,5,2,8,0,2,2,2,5,0,1,2,0,3,3,2,2,0,onion stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,2,100,2.51,0.53
569,1,3,6,3,0,5,2,8,0,2,3,2,6,0,1,3,0,3,3,2,2,0,onion,Vegetables/Fresh vegetables,Vegetables,vegan,3,100,2.51,0.53
575,1,3,6,2,2,10,3,4,0,3,6,3,54,0,2,4,0,4,3,1,1,0,orange,Fruit/Fresh fruit,Fruit,vegan,4,100,2.01,0.53
224,1,3,5,2,2,9,3,4,0,3,6,3,47,0,3,4,0,3,4,2,1,0,citrus fruits,Fruit/Fresh fruit,Fruit,vegan,3,100,2.01,0.53
602,1,3,5,1,2,1,3,1,0,5,1,2,3,0,4,2,0,1,2,3,1,0,peach unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,0,100,1.51,0.42
1013,1,3,1,1,4,3,2,5,0,2,1,3,8,0,1,3,0,1,3,1,1,0,watermelon,Fruit/Fresh fruit,Fruit,vegan,1,100,1.01,0.42
440,1,2,40,5,1,11,5,6,0,11,12,7,7,0,1,12,0,3,5,4,1,0,jerusalem artichoke,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,3.27,0.74
439,1,2,39,5,1,8,4,4,0,8,6,5,3,0,1,6,0,3,3,3,1,0,jerusalem artichoke cooked,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.02,0.69
99,1,2,20,2,1,2,5,3,0,4,8,3,14,0,33,5,0,3,7,7,1,0,blackberry,Fruit/Fresh fruit,Fruit,vegan,6,100,3.27,0.74
398,1,2,11,4,4,7,9,9,0,5,15,14,13,0,2,6,0,6,9,6,4,0,green bean steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,5.03,1.27
